shortOperatorName,lineName,backgroundColor,textColor,borderColor,shape,wikidataQid,delfiAgencyID,delfiAgencyName
### VBN IDs aren't set!!!! ###
uestra,11,#ffffff,#2c2e35,#ffac2e,rectangle,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,12,#ffffff,#2c2e35,#6dc248,rectangle,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,13,#ffffff,#2c2e35,#0073c0,rectangle,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,17,#ffffff,#2c2e35,#6dc248,rectangle,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,100,#ffffff,#2c2e35,#fb3199,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,120,#ffffff,#2c2e35,#ff9027,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,121,#ffffff,#2c2e35,#95cc45,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,122,#ffffff,#2c2e35,#95cc45,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,123,#ffffff,#2c2e35,#fc87bf,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,124,#ffffff,#2c2e35,#95cc45,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,125,#ffffff,#2c2e35,#ff2e17,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,126,#ffffff,#2c2e35,#ff2e17,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,127,#ffffff,#2c2e35,#ffbe32,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,128,#ffffff,#2c2e35,#af2a21,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,129,#ffffff,#2c2e35,#fc5cac,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,130,#ffffff,#2c2e35,#95cc45,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,133,#ffffff,#2c2e35,#ffbe32,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,134,#ffffff,#2c2e35,#3ebc6d,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,135,#ffffff,#2c2e35,#3ebc6d,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,136,#ffffff,#2c2e35,#af2a21,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,137,#ffffff,#2c2e35,#ff9027,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,200,#ffffff,#2c2e35,#fc87bf,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,253,#ffffff,#2c2e35,#ff9027,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,254,#ffffff,#2c2e35,#35ccf6,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,267,#ffffff,#2c2e35,#3ebc6d,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,330,#ffffff,#2c2e35,#ffbe32,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,340,#ffffff,#2c2e35,#ff2e17,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,341,#ffffff,#2c2e35,#3ebc6d,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,345,#ffffff,#2c2e35,#ffbe32,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,346,#ffffff,#2c2e35,#903da0,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,347,#ffffff,#2c2e35,#ff9027,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,348,#ffffff,#2c2e35,#fc87bf,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,363,#ffffff,#2c2e35,#ff9027,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,371,#ffffff,#2c2e35,#0155ae,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,372,#ffffff,#2c2e35,#35ccf6,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,373,#ffffff,#2c2e35,#ff9027,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,390,#ffffff,#2c2e35,#95cc45,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,420,#ffffff,#2c2e35,#fc87bf,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,450,#ffffff,#2c2e35,#ffbe32,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,470,#ffffff,#2c2e35,#fc87bf,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,480,#ffffff,#2c2e35,#3ebc6d,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,581,#ffffff,#2c2e35,#903da0,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,610,#ffffff,#2c2e35,#3ebc6d,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,611,#ffffff,#2c2e35,#af2a21,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,631,#ffffff,#2c2e35,#95cc45,pill,,554,üstra Hannoversche Verkehrsbetriebe AG
uestra,800,#ffffff,#2c2e35,#35ccf6,pill,,554,üstra Hannoversche Verkehrsbetriebe AG



regio-s-bahn,RS 1,#00448b,#ffffff,,,,12638,NordWestBahn
regio-s-bahn,RS 2,#e89023,#ffffff,,,,12638,NordWestBahn
regio-s-bahn,RS 3,#93bf30,#ffffff,,,,12638,NordWestBahn
regio-s-bahn,RS 30,#4faf3b,#ffffff,,,,12638,NordWestBahn
regio-s-bahn,RS 4,#e2000b,#ffffff,,,,12638,NordWestBahn
regio-s-bahn,RS 6,#899bb9,#ffffff,,,,12638,NordWestBahn

vos-osnabrueck,10,#8c61a0,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,12,#2c247d,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,13,#469cde,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,14,#dc6d2b,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,15,#eba83b,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,16,#347841,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,17,#4aa563,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,18,#3479bd,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,19,#1f4d98,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,20,#8c61a0,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,21,#8c61a0,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,M1,#408f54,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,M2,#30277e,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,M3,#9ebf43,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,M4,#c42f26,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück
vos-osnabrueck,M5,#d35b95,#ffffff,,rectangle,,7817,Verkehrsgemeinschaft Osnabrück

westfalenbahn,RE 15,#ea9d22,#ffffff,,rectangle,,13291,WestfalenBahn
westfalenbahn,RE 60,#00a3de,#ffffff,,rectangle,,13291,WestfalenBahn
westfalenbahn,RE 70,#005174,#ffffff,,rectangle,,13291,WestfalenBahn
